"","Vaccine.Exemption","Dose","Geography.Type","Geography","School.Year","Estimate....","Population.Size","Percent.Surveyed","Footnotes","Number.of.Exemptions","Survey.Type"
"7837","Exemption","Medical Exemption","States","Rhode Island","2013-14","0.3","11521","NULL","NULL","33","Census"
"7838","Exemption","Medical Exemption","States","Pennsylvania","2013-14","0.3","151253","NULL","NULL","510","Census"
"7839","Exemption","Medical Exemption","States","North Dakota","2013-14","0.3","9780","NULL","NULL","32","Census (Public); Stratified  2-stage cluster sample(Private)"
"7840","Exemption","Medical Exemption","States","Montana","2013-14","0.3","12855","NULL","NULL","36","Census"
"7841","Exemption","Medical Exemption","States","Kentucky","2013-14","0.3","57857","NULL","NULL","148","Census"
"7842","Exemption","Medical Exemption","States","Maryland","2013-14","0.3","75659","NULL","NULL","244","Census"
"7843","Exemption","Medical Exemption","States","Illinois","2013-14","0.3","163316","NULL","§","490","Census"
"7844","Exemption","Medical Exemption","States","Connecticut","2013-14","0.3","40978","NULL","NULL","128","Census"
"7845","Exemption","Medical Exemption","States","Florida","2013-14","0.3","233797","NULL","NULL","772","Census"
"7846","Exemption","Medical Exemption","States","New Hampshire","2013-14","0.4","13240","NULL","NULL","49","Census"
"7847","Exemption","Medical Exemption","States","Massachusetts","2013-14","0.4","79894","NULL","NULL","332","Census"
"7848","Exemption","Medical Exemption","States","Idaho","2013-14","0.4","23934","NULL","NULL","89","Census"
"7849","Exemption","Medical Exemption","States","Delaware","2015-16","0.1","11589","NULL","<","5","Stratified 2-stage cluster sample"
"7850","Exemption","Medical Exemption","States","Georgia","2015-16","0.1","131403","NULL","NULL","145","Census"
"7851","Exemption","Medical Exemption","States","Louisiana","2015-16","0.1","59159","NULL","NULL","75","Census"
"7852","Exemption","Medical Exemption","States","Colorado","2013-14","0.1","69904","NULL","<","0","Random Sample"
"7853","Exemption","Medical Exemption","States","Delaware","2013-14","0.1","11997","NULL","<","9","Stratified  2-stage cluster sample"
"7854","Exemption","Medical Exemption","States","Georgia","2013-14","0.1","143988","NULL","<","143","Census"
"7855","Exemption","Medical Exemption","States","Hawaii","2013-14","0.1","20056","NULL","<","0","Stratified  2-stage cluster sample"
"7856","Exemption","Medical Exemption","States","Louisiana","2013-14","0.1","63976","NULL","NULL","83","Census"
"7857","Exemption","Medical Exemption","States","North Carolina","2013-14","0.1","126084","NULL","NULL","161","Census"
"7858","Exemption","Medical Exemption","States","Oklahoma","2013-14","0.1","57377","NULL","NULL","73","Voluntary response"
"7859","Exemption","Medical Exemption","States","Oregon","2013-14","0.1","47649","NULL","NULL","62","Census"
"7860","Exemption","Medical Exemption","States","South Carolina","2013-14","0.1","61661","NULL","*","83","1-stage stratified sample"
"7861","Exemption","Medical Exemption","States","Wisconsin","2013-14","0.1","71363","NULL","NULL","103","Stratified  2-stage cluster sample"
"7862","Exemption","Medical Exemption","States","Texas","2013-14",NA,"409255","NULL","§","NULL","Census"
"7863","Exemption","Medical Exemption","States","Wyoming","2013-14",NA,"NULL","NULL","NULL","NULL","Not conducted"
"7864","Exemption","Medical Exemption","States","Utah","2014-15","0.2","50916","NULL","*","90","Census"
"7865","Exemption","Medical Exemption","States","Vermont","2014-15","0.2","6277","NULL","NULL","13","Census"
"7866","Exemption","Medical Exemption","States","West Virginia","2014-15","0.2","22016","NULL","NULL","38","Voluntary response"
"7867","Exemption","Medical Exemption","States","Michigan","2014-15","0.3","117963","NULL","NULL","389","Census"
"7868","Exemption","Medical Exemption","States","Massachusetts","2014-15","0.3","74869","NULL","NULL","261","Census"
"7869","Exemption","Medical Exemption","States","Kansas","2014-15","0.3","39685","NULL","NULL","114","Census"
"7870","Exemption","Medical Exemption","States","Iowa","2014-15","0.3","43239","NULL","NULL","143","Census"
"7871","Exemption","Medical Exemption","States","Illinois","2014-15","0.3","156942","NULL","§","471","Census"
"7872","Exemption","Medical Exemption","States","Idaho","2014-15","0.3","22968","NULL","NULL","68","Census"
"7873","Exemption","Medical Exemption","States","Florida","2014-15","0.3","228982","NULL","NULL","745","Census"
"7874","Exemption","Medical Exemption","States","Connecticut","2014-15","0.3","39948","NULL","NULL","114","Census"
"7875","Exemption","Medical Exemption","States","North Dakota","2014-15","0.3","10017","NULL","*","28","Census"
"7876","Exemption","Medical Exemption","States","Ohio","2014-15","0.3","149080","NULL","NULL","384","Census (public); Voluntary response (private)"
"7877","Exemption","Medical Exemption","States","Wyoming","2014-15","0.3","7983","NULL","§.‡‡","24","Census"
"7878","Exemption","Medical Exemption","States","Pennsylvania","2014-15","0.3","146378","NULL","NULL","470","Census"
"7879","Exemption","Medical Exemption","States","Virginia","2014-15","0.3","103821","NULL","*","305","Stratified 2-stage cluster sample"
"7880","Exemption","Medical Exemption","States","Wisconsin","2014-15","0.4","69335","NULL","NULL","301","Stratified 2-stage cluster sample"
"7881","Exemption","Medical Exemption","States","Maryland","2014-15","0.4","75391","NULL","NULL","336","Census (public); Voluntary response (private)"
"7882","Exemption","Medical Exemption","States","Delaware","2014-15","0.4","11476","NULL","NULL","46","Stratified 2-stage cluster sample"
"7883","Exemption","Medical Exemption","States","Indiana","2014-15","0.5","85477","NULL","NULL","406","Voluntary response"
"7884","Exemption","Medical Exemption","States","Maine","2014-15","0.5","13704","NULL","NULL","63","Voluntary response (public); Census (private)"
"7885","Exemption","Medical Exemption","States","Nebraska","2014-15","0.6","26665","NULL","NULL","150","Census"
"7886","Exemption","Medical Exemption","States","District of Columbia","2014-15","0.6","7840","NULL","NULL","46","Census"
"7887","Exemption","Medical Exemption","States","Washington","2014-15","1.2","88809","NULL","*","1055","Census (public); Voluntary response (private)"
"7888","Exemption","Medical Exemption","States","Alaska","2014-15","1.3","10129","NULL","NULL","135","Census"
"7889","Exemption","Medical Exemption","States","Missouri","2014-15","0.2","75900","NULL","§","152","Census"
"7890","Exemption","Medical Exemption","States","Alabama","2014-15","0.1","59660","NULL","*","59","Census"
"7891","Exemption","Medical Exemption","States","Arizona","2014-15","0.1","86153","NULL","NULL","126","Census"
"7892","Exemption","Medical Exemption","States","Arkansas","2014-15","0.1","41252","NULL","<","18","Census (public); Voluntary response (private)"
"7893","Exemption","Medical Exemption","States","Colorado","2014-15","0.1","70597","NULL","<","0","Simple random sample"
"7894","Exemption","Medical Exemption","States","Michigan","2015-16","0.2","116299","NULL","NULL","246","Census"
"7895","Exemption","Medical Exemption","States","Utah","2015-16","0.2","50114","NULL","NULL","88","Census"
"7896","Exemption","Medical Exemption","States","West Virginia","2015-16","0.2","21333","NULL","NULL","35","Voluntary response"
"7897","Exemption","Medical Exemption","States","California","2015-16","0.2","593788","NULL","NULL","993","Census"
"7898","Exemption","Medical Exemption","States","Kentucky","2015-16","0.2","54353","NULL","NULL","129","Census"
"7899","Exemption","Medical Exemption","States","Kansas","2015-16","0.2","39555","NULL","NULL","97","Census"
"7900","Exemption","Medical Exemption","States","Illinois","2015-16","0.2","151309","NULL","§","303","Census"
"7901","Exemption","Medical Exemption","States","Wyoming","2015-16","0.2","7825","NULL","§.‡‡","16","Voluntary response"
"7902","Exemption","Medical Exemption","States","North Dakota","2015-16","0.3","9875","NULL","NULL","30","Census"
"7903","Exemption","Medical Exemption","States","Massachusetts","2015-16","0.3","72897","NULL","NULL","216","Census"
"7904","Exemption","Medical Exemption","States","Virginia","2015-16","0.3","100074","NULL","NULL","254","Stratified 2-stage cluster sample"
"7905","Exemption","Medical Exemption","States","Iowa","2015-16","0.3","41215","NULL","NULL","119","Census"
"7906","Exemption","Medical Exemption","States","Wisconsin","2015-16","0.3","70220","NULL","NULL","244","Stratified 2-stage cluster sample"
"7907","Exemption","Medical Exemption","States","Idaho","2015-16","0.3","22686","NULL","NULL","69","Census"
"7908","Exemption","Medical Exemption","States","Florida","2015-16","0.3","224430","NULL","NULL","699","Census"
"7909","Exemption","Medical Exemption","States","Connecticut","2015-16","0.3","39533","NULL","NULL","110","Census"
"7910","Exemption","Medical Exemption","States","Hawaii","2015-16","0.4","16325","NULL","NULL","70","Stratified 2-stage cluster sample"
"7911","Exemption","Medical Exemption","States","Montana","2015-16","0.4","11484","NULL","NULL","49","Census"
"7912","Exemption","Medical Exemption","States","Pennsylvania","2015-16","0.4","143298","NULL","NULL","511","Census (public); Voluntary response (private)"
"7913","Exemption","Medical Exemption","States","Maryland","2015-16","0.5","72012","NULL","NULL","348","Census (public); Voluntary response (private)"
"7914","Exemption","Medical Exemption","States","Maine","2015-16","0.5","13526","NULL","NULL","69","Census"
"7915","Exemption","Medical Exemption","States","Indiana","2015-16","0.5","83525","NULL","NULL","395","Voluntary response"
"7916","Exemption","Medical Exemption","States","District of Columbia","2015-16","0.5","8080","NULL","NULL","44","Census"
"7917","Exemption","Medical Exemption","States","Nebraska","2015-16","0.6","30409","NULL","NULL","186","Census"
"7918","Exemption","Medical Exemption","States","Washington","2015-16","1","86492","NULL","NULL","862","Census"
"7919","Exemption","Medical Exemption","States","Alaska","2015-16","1.2","9937","NULL","NULL","103","Census"
"7920","Exemption","Medical Exemption","States","Minnesota","2015-16","0.2","69710","NULL","§","139","Census"
"7921","Exemption","Medical Exemption","States","Texas","2015-16","0.2","394801","NULL","NULL","821","Census (public); Voluntary response (private)"
"7922","Exemption","Medical Exemption","States","Missouri","2015-16","0.2","74413","NULL","§","149","Census"
"7923","Exemption","Medical Exemption","States","South Dakota","2015-16","0.2","12181","NULL","NULL","22","Census"
"7924","Exemption","Medical Exemption","States","Rhode Island","2015-16","0.2","11165","NULL","NULL","21","Census"
"7925","Exemption","Medical Exemption","States","Arizona","2015-16","0.2","83088","NULL","NULL","189","Census"
"7926","Exemption","Medical Exemption","States","New Hampshire","2015-16","0.2","11852","NULL","NULL","21","Census"
"7927","Exemption","Medical Exemption","States","New Jersey","2015-16","0.2","110116","NULL","NULL","211","Census"
"7928","Exemption","Medical Exemption","States","Ohio","2015-16","0.2","144604","NULL","NULL","358","Census (public); Voluntary response (private)"
"7929","Exemption","Medical Exemption","States","Alabama","2015-16","0.1","60392","NULL","NULL","40","Census"
"7930","Exemption","Medical Exemption","States","Arkansas","2015-16","0.1","40258","NULL","NULL","21","Census (public); Voluntary response (private)"
"7931","Exemption","Medical Exemption","States","Colorado","2015-16","0.1","69137","NULL","<","0","Simple random sample"
"7932","Exemption","Medical Exemption","States","North Dakota","2016-17","0.2","9799","NULL","NULL","24","Census"
"7933","Exemption","Medical Exemption","States","Rhode Island","2016-17","0.2","11100","NULL","NULL","22","Census"
"7934","Exemption","Medical Exemption","States","Connecticut","2016-17","0.3","39002","NULL","NULL","107","Census"
"7935","Exemption","Medical Exemption","States","Kansas","2016-17","0.3","38298","NULL","NULL","115","Census"
"7936","Exemption","Medical Exemption","States","Ohio","2016-17","0.3","137542","NULL","NULL","414","Census"
"7937","Exemption","Medical Exemption","States","Massachusetts","2016-17","0.3","70109","NULL","NULL","191","Census"
"7938","Exemption","Medical Exemption","States","Wisconsin","2016-17","0.3","67607","NULL","NULL","194","Census"
"7939","Exemption","Medical Exemption","States","West Virginia","2016-17","0.3","28666","NULL","NULL","75","Census (public). voluntary response (private)"
"7940","Exemption","Medical Exemption","States","Pennsylvania","2016-17","0.4","143888","NULL","NULL","537","Voluntary response"
"7941","Exemption","Medical Exemption","States","Kentucky","2016-17","0.4","51487","NULL","NULL","217","Census"
"7942","Exemption","Medical Exemption","States","Montana","2016-17","0.4","11956","NULL","NULL","53","Census"
"7943","Exemption","Medical Exemption","States","Idaho","2016-17","0.4","22589","NULL","NULL","86","Census"
"7944","Exemption","Medical Exemption","States","Florida","2016-17","0.4","224463","NULL","NULL","841","Census"
"7945","Exemption","Medical Exemption","States","Maryland","2016-17","0.5","71467","NULL","NULL","391","Census"
"7946","Exemption","Medical Exemption","States","California","2016-17","0.5","575305","NULL","NULL","2928","Census"
"7947","Exemption","Medical Exemption","States","District of Columbia","2016-17","0.6","8522","NULL","NULL","47","Census"
"7948","Exemption","Medical Exemption","States","Nebraska","2016-17","0.7","27117","NULL","§§","186","Census"
"7949","Exemption","Medical Exemption","States","Washington","2016-17","0.9","87142","NULL","NULL","805","Census"
"7950","Exemption","Medical Exemption","States","Alaska","2016-17","1.5","9815","NULL","NULL","149","Census"
"7951","Exemption","Medical Exemption","States","Utah","2016-17","0.2","49073","NULL","NULL","88","Census"
"7952","Exemption","Medical Exemption","States","Vermont","2016-17","0.2","6344","NULL","NULL","15","Census"
"7953","Exemption","Medical Exemption","States","Virginia","2016-17","0.2","102357","NULL","NULL","225","Census"
"7954","Exemption","Medical Exemption","States","Colorado","2016-17","0.2","64440","NULL","§","129","Census"
"7955","Exemption","Medical Exemption","States","Illinois","2016-17","0.2","151309","NULL","§","303","Census"
"7956","Exemption","Medical Exemption","States","Iowa","2016-17","0.2","39587","NULL","NULL","79","Census"
"7957","Exemption","Medical Exemption","States","Michigan","2016-17","0.2","118777","NULL","NULL","213","Census"
"7958","Exemption","Medical Exemption","States","Maine","2016-17","0.2","13834","NULL","NULL","32","Voluntary response (public). census (private)"
